State,District,Village,PIN_Code,Survey_Number,Land_Area,Land_Type,Guidance_Value_Per_Sqft,Total_Guidance_Value,Market_Value_Per_Sqft,Total_Market_Value,Nearby_Avg_Value_Per_Sqft,Total_Nearby_Avg_Value,Gender,Married,Dependents,Education,Self_Employed,Applicant_Income,Coapplicant_Income,Total_Income,Credit_History,Property_Area,Loan_Amount,Loan_Amount_Term,LTV_Ratio,DTI_Ratio,Risk_Score,Loan_Approved
Maharashtra,Pune,Baner,411045,95/2,10665,Commercial,5292,56439180,16083,171525195,15281,162971865,Female,Yes,3,Not Graduate,No,24009,0,24009,1.0,Rural,75773506,300,0.44176312407049007,26.485422422867615,37,0
Karnataka,Bengaluru Urban,Electronic City,560100,341/4,3534,Commercial,4763,16832442,16216,57307344,16716,59074344,Male,No,0,Not Graduate,No,35174,25647,60821,1.0,Urban,20189452,240,0.3523013036514133,2.986628631359421,34,1
Maharashtra,Pune,Hadapsar,411028,189/8,7710,Residential,3366,25951860,9219,71078490,8969,69150990,Male,No,3,Graduate,Yes,16500,20312,36812,1.0,Semiurban,59328217,240,0.8346859507004158,14.50047178887627,53,1
Maharashtra,Mumbai Suburban,Bandra,400050,2/6,30342,Industrial,7480,226958160,29598,898062516,29937,908348454,Female,Yes,1,Graduate,No,23609,11358,34967,0.0,Semiurban,832027406,300,0.9264693617387322,199.683808608039,97,0
Tamil Nadu,Madurai,K K Nagar,625020,386/5,3121,Commercial,2044,6379324,4248,13258008,4497,14035137,Female,Yes,3,Not Graduate,Yes,42436,0,42436,1.0,Semiurban,10186299,360,0.7683129320784842,1.9314088411636368,50,1
Maharashtra,Mumbai Suburban,Andheri,400053,353/9,11503,Commercial,12818,147445454,63816,734075448,63576,731314728,Female,No,3,Graduate,Yes,57775,36483,94258,1.0,Semiurban,570266886,240,0.7768505097857462,54.433991713812105,51,1
Telangana,Medchal-Malkajgiri,Medchal,501401,148/1,7420,Residential,2441,18112220,7153,53075260,7068,52444560,Male,Yes,2,Graduate,No,51258,0,51258,1.0,Semiurban,19715088,240,0.3714553258900663,3.460567403228808,34,1
Maharashtra,Nagpur,Dharampeth,440010,226/5,46470,Industrial,1509,70123230,2798,130023060,2873,133508310,Male,No,2,Graduate,Yes,26945,0,26945,1.0,Rural,108114827,360,0.8315050191865966,32.28488960151134,53,0
Tamil Nadu,Coimbatore,Gandhipuram,641012,146/2,34204,Agricultural,803,27465812,2178,74496312,2303,78771812,Female,Yes,1,Not Graduate,No,55755,26514,82269,0.0,Rural,69308586,240,0.9303626466770597,7.5798580008841405,98,0
Telangana,Medchal-Malkajgiri,Medipally,500098,450/6,8790,Commercial,3414,30009060,8587,75479730,8062,70864980,Female,No,2,Graduate,Yes,39354,15259,54613,1.0,Semiurban,66973917,120,0.887309970504664,15.534712901799836,55,0
Maharashtra,Mumbai Suburban,Kurla,400070,328/3,9916,Commercial,11832,117326112,45619,452358004,47548,471485968,Male,No,3,Not Graduate,No,26953,0,26953,1.0,Urban,424078219,360,0.9374836197216928,126.59923806665755,57,0
Telangana,Rangareddy,Gandi Maisamma,500043,138/1,34105,Industrial,2984,101769320,7570,258174850,7264,247738720,Male,No,1,Not Graduate,No,37961,0,37961,1.0,Rural,122898997,360,0.4760300896853431,26.049712227293494,39,1
Maharashtra,Nagpur,Somalwada,440025,266/4,904,Residential,1398,1263792,2477,2239208,2505,2264520,Female,Yes,2,Graduate,No,156988,0,156988,1.0,Rural,2033112,240,0.9079603145397838,0.11652123968395366,39,1
Telangana,Medchal-Malkajgiri,Malkajgiri,500047,446/9,3705,Commercial,3293,12200565,7343,27205815,7421,27494805,Male,Yes,3,Graduate,No,43509,0,43509,1.0,Semiurban,9164078,240,0.33684261985902647,1.8950467347067317,33,1
Maharashtra,Pune,Kothrud,411038,53/3,5221,Residential,3522,18388362,11145,58188045,11382,59425422,Male,No,0,Graduate,Yes,25166,13367,38533,0.0,Semiurban,36868510,120,0.6336097045363872,12.120382610408708,85,0
Telangana,Medchal-Malkajgiri,Medipally,500098,195/8,5134,Residential,2157,11074038,4836,24828024,4819,24740746,Male,No,3,Not Graduate,Yes,27036,81338,108374,1.0,Rural,12192862,240,0.491092726509367,1.012257037435106,39,1
Karnataka,Dharwad,Kelageri,580007,423/2,20971,Industrial,1340,28101140,2986,62619406,2979,62472609,Male,No,3,Not Graduate,No,28579,37953,66532,1.0,Semiurban,43061678,240,0.6876730513860192,5.823319515280204,47,0
Karnataka,Bengaluru Urban,Kengeri,560060,138/10,43179,Agricultural,1300,56132700,3823,165073317,3533,152551407,Male,Yes,3,Not Graduate,Yes,28982,25763,54745,1.0,Rural,77849686,360,0.47160672248440977,11.442071070901362,48,0
Tamil Nadu,Chennai,Tambaram,600045,283/2,9704,Commercial,7712,74837248,29158,282949232,28301,274632904,Male,No,1,Not Graduate,No,58398,15628,74026,1.0,Urban,227774763,180,0.8050022309302469,31.208539003359526,52,0
Karnataka,Dharwad,Kelageri,580007,282/8,62935,Agricultural,518,32600330,987,62116845,1000,62935000,Male,Yes,2,Graduate,No,24719,0,24719,1.0,Rural,33201849,120,0.5345063645779177,17.014725158841078,51,0
Telangana,Hyderabad,Kondapur,500084,297/8,5329,Commercial,7736,41225144,25858,137797282,25829,137642741,Male,No,3,Not Graduate,Yes,98255,39765,138020,1.0,Semiurban,70870779,240,0.5143118788075951,4.619930399769684,40,1
Telangana,Rangareddy,Kokapet,500089,402/5,27183,Industrial,3651,99245133,11416,310321128,11622,315920826,Female,No,3,Not Graduate,No,58361,0,58361,1.0,Rural,270592871,240,0.8719769509216272,41.71611684287741,54,1
Telangana,Rangareddy,Puppalguda,500090,345/8,2147,Residential,3122,6702934,10428,22388916,11105,23842435,Female,Yes,1,Not Graduate,Yes,58242,29020,87262,1.0,Semiurban,7543863,300,0.3369463264769049,0.7254913246727588,33,1
Tamil Nadu,Coimbatore,Gandhipuram,641012,84/9,9767,Commercial,2903,28353601,7261,70918187,7608,74307336,Male,Yes,0,Not Graduate,Yes,121864,22614,144478,1.0,Rural,22643921,300,0.31929638866825516,1.3152657263828837,32,0
Tamil Nadu,Chennai,Mylapore,600004,16/4,4952,Residential,4281,21199512,14170,70169840,13475,66728200,Female,Yes,0,Not Graduate,No,51346,9222,60568,1.0,Urban,54872064,240,0.7819892991062827,8.151139253710165,51,1
Tamil Nadu,Coimbatore,Peelamedu,641004,161/5,81658,Agricultural,756,61733448,1593,130081194,1527,124691766,Male,Yes,0,Graduate,No,22137,10716,32853,1.0,Rural,119183951,300,0.9162273756497038,30.444324196521823,66,1
Telangana,Medchal-Malkajgiri,Medipally,500098,361/8,91811,Agricultural,1005,92270055,2556,234668916,2463,226130493,Male,No,0,Graduate,No,77997,8000,85997,1.0,Rural,179204988,360,0.7636502995565037,16.76714146006467,60,0
Maharashtra,Pune,Kothrud,411038,266/3,7510,Residential,3100,23281000,7696,57796960,7556,56745560,Male,No,3,Not Graduate,Yes,28527,8000,36527,1.0,Semiurban,44201951,360,0.7647798603940414,9.736876690580939,50,1
Telangana,Medchal-Malkajgiri,Medipally,500098,365/3,5275,Commercial,3246,17122650,9549,50370975,9579,50529225,Male,Yes,3,Graduate,Yes,22053,16406,38459,1.0,Semiurban,29967318,300,0.5949322600962161,6.539032292438424,43,0
Telangana,Hyderabad,Jubilee Hills,500033,327/9,27191,Industrial,5294,143949154,22208,603857728,22246,604890986,Female,Yes,1,Not Graduate,Yes,83359,27944,111303,1.0,Urban,334970725,180,0.5547179566773716,30.524748932189187,42,1
Karnataka,Dharwad,Navanagar,580025,104/9,4239,Residential,1137,4819743,2196,9308844,2079,8812881,Male,No,1,Not Graduate,No,22029,0,22029,1.0,Semiurban,4250004,300,0.45655550785897797,1.6190421273019797,38,1
Karnataka,Mysuru,J P Nagar,570008,344/1,44219,Agricultural,708,31307052,1693,74862767,1694,74906986,Female,No,2,Graduate,No,68842,0,68842,1.0,Rural,63518689,120,0.8484683581091786,11.688037937126204,63,0
Telangana,Hyderabad,Kondapur,500084,247/7,2935,Commercial,7039,20659465,25747,75567445,24973,73295755,Female,Yes,1,Graduate,Yes,36706,22528,59234,1.0,Urban,61867138,240,0.8187009366268768,9.39721610439349,52,0
Tamil Nadu,Coimbatore,Saravanampatti,641035,48/1,1107,Residential,1844,2041308,3881,4296267,3744,4144608,Female,No,0,Graduate,Yes,17648,0,17648,1.0,Semiurban,1850216,360,0.4306566607708506,0.8435662057077887,37,1
Maharashtra,Mumbai Suburban,Borivali,400092,202/5,32686,Industrial,8033,262566638,32020,1046605720,30999,1013233314,Female,No,0,Not Graduate,No,20050,0,20050,1.0,Urban,577029655,120,0.551334321964149,364.56697268810046,42,0
Karnataka,Dharwad,Kelageri,580007,184/8,4805,Residential,1076,5170180,1921,9230405,1816,8725880,Male,No,2,Not Graduate,No,22135,22649,44784,1.0,Rural,4675733,240,0.5065577295904135,0.9393708339418507,40,0
Karnataka,Bengaluru Urban,Sarjapur,560035,217/1,13186,Commercial,5482,72285652,17111,225625646,16583,218663438,Female,Yes,2,Not Graduate,No,38052,55628,93680,1.0,Urban,146334204,360,0.6485707923468949,12.568724399125905,45,1
Maharashtra,Nagpur,Sitabuldi,440012,19/5,17383,Industrial,1849,32141167,3616,62856928,3692,64178036,Female,No,1,Not Graduate,No,45753,0,45753,1.0,Rural,40765985,360,0.6485519782322166,7.169198420438376,45,0
Maharashtra,Pune,Kothrud,411038,137/7,6092,Commercial,4430,26987560,13100,79805200,13040,79439680,Female,No,2,Not Graduate,Yes,12000,25785,37785,1.0,Rural,59611988,360,0.7469687188303519,12.69423151669734,49,1
Maharashtra,Pune,Kothrud,411038,37/8,1067,Residential,3406,3634202,10700,11416900,11245,11998415,Female,Yes,0,Graduate,Yes,15214,0,15214,1.0,Semiurban,7911985,360,0.6930064203067382,4.184410461369697,47,0
Maharashtra,Pune,Kothrud,411038,424/2,7727,Residential,2901,22416027,7641,59042007,7913,61143751,Male,Yes,3,Not Graduate,Yes,20341,0,20341,0.0,Rural,39839488,300,0.6747651379804891,16.43633718041095,86,0
Maharashtra,Mumbai Suburban,Bandra,400050,168/8,13662,Commercial,13702,187196724,66187,904246794,68255,932499810,Male,Yes,3,Not Graduate,Yes,22307,14794,37101,1.0,Urban,401280369,120,0.44377306246772275,137.01113510110338,37,1
Tamil Nadu,Madurai,K K Nagar,625020,119/4,11691,Industrial,1615,18880965,3496,40871736,3399,39737709,Female,Yes,1,Graduate,No,15913,24886,40799,1.0,Rural,15955865,240,0.3903887273102371,3.518690626863717,35,0
Maharashtra,Pune,Baner,411045,345/10,13995,Industrial,3640,50941800,8972,125563140,8953,125297235,Male,Yes,1,Graduate,No,15576,0,15576,1.0,Semiurban,69689977,180,0.5550193870589729,45.38020988835586,42,0
Maharashtra,Mumbai Suburban,Borivali,400092,110/2,20330,Agricultural,3522,71602260,14824,301371920,14791,300701030,Female,No,1,Not Graduate,No,44981,84303,129284,1.0,Rural,238860522,120,0.7925772314819509,23.404165591054067,61,1
Tamil Nadu,Madurai,Tallakulam,625002,273/9,2823,Residential,1322,3732006,2822,7966506,2859,8070957,Male,No,2,Not Graduate,No,16356,0,16356,1.0,Semiurban,6771145,180,0.849951660112978,4.198915449996407,53,1
Karnataka,Dharwad,Lakamanahalli,580008,9/3,26346,Agricultural,541,14253186,1198,31562508,1256,33090576,Female,Yes,0,Not Graduate,Yes,30616,8000,38616,0.0,Rural,24071358,180,0.7626566938216697,6.322450293866625,98,0
Telangana,Medchal-Malkajgiri,Medipally,500098,429/7,6177,Residential,2401,14830977,6263,38686551,6061,37438797,Male,Yes,1,Not Graduate,No,30316,32390,62706,1.0,Semiurban,20939695,240,0.5412654904284437,3.0044951199384484,41,1
Telangana,Hyderabad,Madhapur,500081,313/6,8226,Commercial,6744,55476144,22786,187437636,23390,192406140,Female,Yes,2,Graduate,No,55959,0,55959,1.0,Urban,126085202,120,0.6726781488003829,28.542219342387146,46,1
Telangana,Hyderabad,Gachibowli,500032,133/1,77499,Agricultural,2191,169800309,9409,729188091,8782,680596218,Male,Yes,2,Not Graduate,No,38040,0,38040,1.0,Rural,547677377,300,0.7510783346021487,120.82251924907156,60,0
Tamil Nadu,Coimbatore,Gandhipuram,641012,353/4,14131,Commercial,2856,40358136,6384,90212304,6373,90056863,Male,No,3,Not Graduate,Yes,61917,101481,163398,1.0,Semiurban,46496138,240,0.5154079425795399,2.5602383263804596,40,0
Tamil Nadu,Coimbatore,Peelamedu,641004,164/10,4430,Residential,1821,8067030,4999,22145570,5083,22517690,Female,No,3,Not Graduate,Yes,101456,16098,117554,1.0,Semiurban,9069255,120,0.4095290841464004,0.9772997043599648,36,1
Telangana,Rangareddy,Gandi Maisamma,500043,493/2,3620,Residential,3433,12427460,11096,40167520,10496,37995520,Male,Yes,2,Graduate,Yes,15204,17262,32466,1.0,Rural,20625055,120,0.5134759377726084,8.047479827408486,40,1
Telangana,Rangareddy,Gandi Maisamma,500043,247/2,9801,Industrial,2908,28501308,7851,76947651,7755,76006755,Female,No,3,Graduate,No,20574,28877,49451,1.0,Rural,44042721,180,0.5723725211572736,9.033398755507541,42,0
Maharashtra,Mumbai Suburban,Borivali,400092,207/2,2961,Residential,7344,21745584,29407,87074127,28880,85513680,Male,Yes,3,Graduate,Yes,17877,0,17877,1.0,Urban,66164305,360,0.7598618243970451,29.779770787846214,50,0
Tamil Nadu,Madurai,K K Nagar,625020,4/4,15390,Industrial,1257,19345230,2190,33704100,2189,33688710,Female,No,1,Not Graduate,Yes,34762,36417,71179,1.0,Rural,23387226,300,0.6938985464676405,2.757340650290988,47,0
Telangana,Rangareddy,Puppalguda,500090,433/5,5241,Residential,3122,16362402,10283,53893203,10537,55224417,Female,Yes,3,Not Graduate,Yes,34186,0,34186,1.0,Semiurban,43478689,360,0.8067564475616712,10.233410321332792,52,0
Tamil Nadu,Chennai,Velachery,600042,251/8,5839,Commercial,6274,36633886,22563,131745357,22381,130682659,Male,Yes,1,Graduate,No,20582,0,20582,1.0,Urban,49775457,240,0.3778156447668968,21.758949872317586,35,0
Maharashtra,Nagpur,Sitabuldi,440012,23/6,24830,Industrial,1894,47028020,3591,89164530,3689,91597870,Male,No,1,Graduate,No,73488,8000,81488,1.0,Semiurban,63391984,300,0.7109551746641855,6.528362759718984,48,0
Tamil Nadu,Chennai,Guindy,600032,184/8,2198,Residential,4701,10332798,16451,36159298,16315,35860370,Female,Yes,3,Not Graduate,No,29831,0,29831,0.0,Urban,30886890,120,0.8541894259119743,13.115955514360309,94,0
Telangana,Hyderabad,Jubilee Hills,500033,259/2,86684,Agricultural,2256,195559104,7566,655851144,7619,660445396,Female,No,1,Graduate,No,35419,0,35419,0.0,Rural,279197619,300,0.4257027247024212,66.15139518346254,87,0
Tamil Nadu,Chennai,Guindy,600032,379/7,15132,Industrial,5246,79382472,19570,296133240,19739,298690548,Female,No,1,Not Graduate,Yes,36663,24545,61208,0.0,Semiurban,266648283,240,0.900433477173991,39.195919046200125,96,0
Telangana,Hyderabad,Kondapur,500084,394/10,20482,Industrial,6112,125185984,27162,556332084,26779,548487478,Male,Yes,3,Not Graduate,Yes,52379,21563,73942,1.0,Semiurban,507549010,360,0.912313031365633,55.23050670173014,56,0
Tamil Nadu,Madurai,Othakadai,625107,168/9,1717,Residential,1457,2501669,3111,5341587,2984,5123528,Female,Yes,3,Not Graduate,No,29119,17247,46366,0.0,Semiurban,4537477,180,0.8494623414352327,0.9925832069841362,93,0
Telangana,Hyderabad,Jubilee Hills,500033,321/3,80232,Agricultural,1913,153483816,6440,516694080,6517,522871944,Female,Yes,0,Graduate,No,25162,0,25162,1.0,Rural,247177255,180,0.4783822082885099,99.6358119828851,49,1
Telangana,Hyderabad,Gachibowli,500032,73/2,18073,Industrial,5988,108221124,26833,484952809,27789,502230597,Male,No,3,Graduate,Yes,58251,0,58251,1.0,Urban,452243736,300,0.9325520496160277,65.15275252404857,57,0
Tamil Nadu,Madurai,Tallakulam,625002,421/5,44155,Industrial,1292,57048260,2884,127343020,2753,121558715,Male,Yes,0,Graduate,No,24638,0,24638,0.0,Semiurban,106077003,240,0.8330020993690899,38.73700499955207,93,0
Karnataka,Bengaluru Urban,Yelahanka,560064,476/7,9068,Commercial,5481,49701708,17718,160666824,17715,160639620,Male,Yes,2,Not Graduate,No,60358,0,60358,0.0,Urban,125483281,360,0.7810155069723667,16.727970764610717,91,0
Maharashtra,Pune,Baner,411045,258/2,48852,Agricultural,1141,55740132,3376,164924352,3248,158671296,Male,Yes,2,Graduate,Yes,36731,16110,52841,1.0,Rural,82877941,180,0.5025209436627042,15.908163380789844,50,1
Tamil Nadu,Chennai,Velachery,600042,236/3,9649,Commercial,6283,60624667,24563,237008387,23899,230601451,Male,Yes,2,Graduate,Yes,52630,14235,66865,1.0,Urban,126503093,240,0.5337494364703642,17.022076761747996,41,0
Telangana,Medchal-Malkajgiri,Medchal,501401,324/9,7842,Residential,2051,16083942,5478,42958476,5296,41531232,Male,No,0,Graduate,Yes,53258,25025,78283,1.0,Rural,33244968,360,0.7738861127196411,3.417044971757024,50,1
Telangana,Medchal-Malkajgiri,Alwal,500010,369/5,11244,Commercial,3668,41242992,8160,91751040,8641,97159404,Female,Yes,2,Not Graduate,Yes,25392,30247,55639,1.0,Semiurban,82080912,300,0.8946047042082574,12.380165508767488,55,1
Karnataka,Dharwad,Lakamanahalli,580008,464/4,62661,Agricultural,504,31581144,1000,62661000,1048,65668728,Male,No,3,Not Graduate,No,50410,44113,94523,1.0,Rural,56490547,300,0.9015264199422288,5.015357280465401,66,0
Maharashtra,Nagpur,Dharampeth,440010,330/5,14550,Commercial,2036,29623800,4505,65547750,4399,64005450,Female,Yes,3,Not Graduate,Yes,64840,0,64840,1.0,Semiurban,26191635,360,0.3995809924825795,3.2502131239609082,35,0
Karnataka,Dharwad,Navanagar,580025,127/2,44000,Industrial,1443,63492000,2761,121484000,2583,113652000,Male,No,0,Not Graduate,Yes,48764,0,48764,1.0,Semiurban,92986352,300,0.7654205656711995,16.002339526304116,50,1
Tamil Nadu,Chennai,Velachery,600042,455/2,46080,Industrial,5317,245007360,20480,943718400,20633,950768640,Female,No,1,Graduate,Yes,18461,95717,114178,1.0,Semiurban,305037785,240,0.32322966787550184,24.037066044206746,32,0
Tamil Nadu,Madurai,Tallakulam,625002,395/10,2758,Commercial,1782,4914756,3522,9713676,3453,9523374,Male,Yes,1,Not Graduate,Yes,15643,0,15643,1.0,Semiurban,6252757,120,0.6437065638178584,5.063433043836123,45,1
Tamil Nadu,Madurai,Tallakulam,625002,401/4,11290,Commercial,2068,23347720,3486,39356940,3440,38837600,Male,Yes,3,Not Graduate,Yes,64187,28531,92718,1.0,Semiurban,19691450,300,0.5003298020628636,1.7822853420799953,40,1
Tamil Nadu,Coimbatore,Gandhipuram,641012,95/6,827,Residential,2032,1680464,4256,3519712,4304,3559408,Female,Yes,2,Graduate,No,17953,0,17953,1.0,Semiurban,1823742,360,0.5181509168932004,0.8173698327143706,40,1
Telangana,Hyderabad,Madhapur,500081,147/9,64768,Agricultural,1768,114509824,6928,448712704,6933,449036544,Female,No,1,Not Graduate,Yes,33705,0,33705,0.0,Rural,160149271,120,0.35690826128247977,60.189980179389664,84,0
Telangana,Hyderabad,Kondapur,500084,368/3,4054,Commercial,6955,28195570,26787,108594498,27581,111813374,Male,Yes,2,Not Graduate,Yes,34639,48211,82850,1.0,Urban,63456389,120,0.5843425787556935,9.702338172567025,43,0
Tamil Nadu,Coimbatore,Saravanampatti,641035,51/8,5196,Commercial,2654,13790184,5867,30484932,6177,32095692,Female,No,3,Graduate,Yes,23671,18822,42493,1.0,Semiurban,9708940,180,0.31848324280336265,2.3174295553695154,32,1
Karnataka,Dharwad,Sattur,580009,341/9,13959,Commercial,1885,26312715,4119,57497121,4006,55919754,Male,Yes,0,Graduate,Yes,12000,62371,74371,1.0,Rural,49052323,240,0.8531265939385034,5.934255045359925,54,0
Maharashtra,Nagpur,Dharampeth,440010,306/6,39920,Industrial,1470,58682400,2938,117284960,3062,122235040,Male,Yes,1,Graduate,Yes,19105,26799,45904,1.0,Semiurban,95433119,300,0.8136859065305561,17.44665528823874,52,1
Telangana,Medchal-Malkajgiri,Kompally,500014,5/7,5502,Residential,2462,13545924,5612,30877224,5933,32643366,Female,No,1,Not Graduate,Yes,34171,0,34171,1.0,Semiurban,15087917,360,0.48864227561389584,3.552743338148036,39,0
Tamil Nadu,Coimbatore,Peelamedu,641004,361/8,2335,Residential,1709,3990515,4732,11049220,4639,10832065,Male,Yes,0,Graduate,Yes,34241,35807,70048,1.0,Semiurban,6380496,300,0.5774612144567671,0.7644028439622333,43,0
Telangana,Hyderabad,Madhapur,500081,393/10,7769,Residential,5666,44019154,24716,192018604,25445,197682205,Female,No,1,Graduate,No,98988,0,98988,1.0,Urban,83782123,120,0.4363229460828702,10.721668543119893,37,0
Maharashtra,Nagpur,Wardha Road,440015,454/2,8371,Commercial,2379,19914609,4583,38364293,4523,37862033,Male,Yes,0,Not Graduate,Yes,42230,32631,74861,1.0,Rural,32338358,120,0.8429285533816562,5.472123697870119,53,1
Telangana,Hyderabad,Jubilee Hills,500033,110/7,8536,Commercial,6872,58659392,29234,249541424,29401,250966936,Female,No,0,Graduate,No,44237,0,44237,1.0,Urban,112013693,180,0.44887815098786965,25.682515943318126,37,1
Tamil Nadu,Chennai,Guindy,600032,233/5,4779,Residential,5081,24282099,19307,92268153,20037,95756823,Female,No,0,Graduate,Yes,66870,0,66870,1.0,Urban,36963337,300,0.40060774815769856,4.638776431614954,36,0
Tamil Nadu,Chennai,Mylapore,600004,170/8,18216,Agricultural,1871,34082136,6358,115817328,6134,111736944,Female,Yes,0,Graduate,Yes,27508,0,27508,1.0,Rural,63706483,180,0.5500600307408232,23.48966006302551,52,1
Telangana,Hyderabad,Madhapur,500081,28/6,2032,Residential,5235,10637520,18797,38195504,19296,39209472,Male,Yes,1,Graduate,No,69233,0,69233,1.0,Urban,34798960,180,0.91107476942836,5.098063393408122,56,0
Maharashtra,Mumbai Suburban,Kurla,400070,279/5,6486,Commercial,13398,86899428,61456,398603616,62749,406990014,Male,Yes,0,Graduate,No,70707,0,70707,1.0,Urban,188004872,120,0.4716587217312148,33.68218511521702,38,0
